,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,card,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,label
167,9.97506653611176E+017,Fri May 18 15:58:13 +0000 2018,9.97506653611176E+017,9.97506653611176E+017,@naveemayantha @Disapamok අනේ තොගෙ කට. තෝව මං ඉතුරු කරන්නැ වේසි. ඩිපෙන්ඩර් දාලා උස්සන්නෙ😠,False,"[26, 89]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Disapamok', 'name': 'Dizy', 'id': 1084343288767733761, 'id_str': '1084343288767733761', 'indices': [15, 25]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.97506288920641E+017,9.97506288920641E+017,3089536357,3089536357,imNaviya,8.72998596936962E+017,8.72998596936962E+017,,,,,False,0,1,0,0,9.97492544614289E+017,9.97492544614289E+017,False,False,si,,,,,,,,,,1
168,1.15678038013928E+018,Thu Aug 01 04:15:09 +0000 2019,1.15678038013928E+018,1.15678038013928E+018,"අම්මට දුක හිතිලා ඊට පස්සේ private කැම්පස් එහෙකෙට යැව්වා. සල්ලි තිබිල නෙමෙය් ඒත් ඉගෙනගන්නත් එපැයි. ඊට පස්සේ ගියා leadership camp එහෙකට. එතන හොඳටම rag වුනා. මොකෝ කොළඹ එවුන් පෙන්නන්න බැහැනේ. ඊට පස්සේ කැම්පස් ආවා. අවුරුදු 4ම rag වුනා. 'වේසි' ලු, 'බැල්ලි' ලු. ඔවා අහගෙන ඉතින් හිටියා.",False,"[0, 278]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.156780377975E+018,1.156780377975E+018,963639906,963639906,sheshadri__,963639906,963639906,,,,,False,1,25,1,0,1.156780377975E+018,1.156780377975E+018,False,False,si,,,,,,,,,"{'id': 1156780377975001088, 'id_str': '1156780377975001088'}",0
170,8.11942323261207E+017,Thu Dec 22 14:31:49 +0000 2016,8.11942323261207E+017,8.11942323261207E+017,ලෑටි පුකා #ChildhoodNicknamesLK,False,"[0, 31]","{'hashtags': [{'text': 'ChildhoodNicknamesLK', 'indices': [10, 31]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,137992580,137992580,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,0,1,8.11942323261207E+017,8.11942323261207E+017,False,False,si,,,,,,,,,,1
171,1.13436348674449E+018,Fri May 31 07:38:25 +0000 2019,1.13436348674449E+018,1.13436348674449E+018,@Indrajithreturn පුසියක් නිසා වේසි කියලා දාහන් 🙂✋,False,"[17, 49]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1343096943385E+018,1.1343096943385E+018,2775054089,2775054089,IndrajithTweets,3089536357,3089536357,,,,,False,0,1,1,0,1.1343096943385E+018,1.1343096943385E+018,False,False,si,,,,,,,,,,1
172,2.07393619936674E+017,Tue May 29 08:51:06 +0000 2012,2.07393619936674E+017,2.07393619936674E+017,"Syndi: ""ඒ වේසි"" ඇන්ටි http://t.co/XqWayipp #sinhalabloggers",False,"[0, 59]","{'hashtags': [{'text': 'sinhalabloggers', 'indices': [43, 59]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/XqWayipp', 'expanded_url': 'http://bit.ly/N3lapo', 'display_url': 'bit.ly/N3lapo', 'indices': [22, 42]}]}","<a href=""http://blogs.sinhalabloggers.com"" rel=""nofollow"">Sinhala Blog Reader</a>",,,,,,68161733,68161733,,,,,False,0,1,0,0,2.07393619936674E+017,2.07393619936674E+017,False,False,si,,False,True,,,,,,,1
173,1.24016895225858E+018,Wed Mar 18 06:51:34 +0000 2020,1.24016895225858E+018,1.24016895225858E+018,@7h4ru_ මොන? 🤔🙄,False,"[8, 15]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.24016883113128E+018,1.24016883113128E+018,3016122565,3016122565,ev3nzBro,1.11702161061831E+018,1.11702161061831E+018,,,,,False,0,1,1,0,1.24016834526729E+018,1.24016834526729E+018,False,False,si,,,,,,,,,,0
175,1.26347262904393E+018,Thu May 21 14:12:03 +0000 2020,1.26347262904393E+018,1.26347262904393E+018,හමීඩ් කියලා කොල්ලෙක් ගඟට පැනපු කෙල්ලක් බේරගන්න ගිහින් නැතිවෙලා..අවසානෙට ගඟට පැනපු වේසි බේරුනු..බේරගන්න හදපු කොල්ලා නැතිවුනා 😐,False,"[0, 125]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3089536357,3089536357,,,,,False,0,19,0,1,1.26347262904393E+018,1.26347262904393E+018,False,False,si,,,,,,,,,,1
176,1.16164930343514E+018,Wed Aug 14 14:42:30 +0000 2019,1.16164930343514E+018,1.16164930343514E+018,"#ජම්බෝලෙගෙසෙරප්පුදෙක බේරාගැනිමේ උත්සහය අංක 2 

අසාර්ථකයි 😂 https://t.co/xNiaumjzsL",False,"[0, 58]","{'hashtags': [{'text': 'ජම්බෝලෙගෙසෙරප්පුදෙක', 'indices': [0, 20]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1161649095561244672, 'id_str': '1161649095561244672', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1161649095561244672/pu/img/RAGLYBb_B5kFO8_h.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1161649095561244672/pu/img/RAGLYBb_B5kFO8_h.jpg', 'url': 'https://t.co/xNiaumjzsL', 'display_url': 'pic.twitter.com/xNiaumjzsL', 'expanded_url': 'https://twitter.com/maalupaan/status/1161649303435141120/video/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1280}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4632654077,4632654077,,,,,False,8,23,4,0,1.16164930343514E+018,1.16164930343514E+018,False,False,si,,False,True,,"{'media': [{'id': 1161649095561244672, 'id_str': '1161649095561244672', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1161649095561244672/pu/img/RAGLYBb_B5kFO8_h.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1161649095561244672/pu/img/RAGLYBb_B5kFO8_h.jpg', 'url': 'https://t.co/xNiaumjzsL', 'display_url': 'pic.twitter.com/xNiaumjzsL', 'expanded_url': 'https://twitter.com/maalupaan/status/1161649303435141120/video/1', 'type': 'video', 'original_info': {'width': 720, 'height': 1280}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 10152, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1161649095561244672/pu/pl/uydmhBmLtgqBX_cl.m3u8?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1161649095561244672/pu/vid/720x1280/1_5103A6DXtZZZUr.mp4?tag=10'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1161649095561244672/pu/vid/320x568/rHlNvK4Sak-THe99.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1161649095561244672/pu/vid/360x640/jeNdylad57LidSIX.mp4?tag=10'}]}, 'features': {}, 'media_key': '7_1161649095561244672', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': None, 'ext': {'mediaStats': {'r': {'ok': {'viewCount': '310'}}, 'ttl': -1}}, 'additional_media_info': {'monetizable': False}}]}",,,,,0
177,1.33220070251764E+018,Fri Nov 27 05:52:53 +0000 2020,1.33220070251764E+018,1.33220070251764E+018,@IsuriUdeshika වේසි ....වේසි,False,"[15, 28]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IsuriUdeshika', 'name': 'ඉවාන් 🍃', 'id': 1082528961123340288, 'id_str': '1082528961123340288', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.332009774595E+018,1.332009774595E+018,1.08252896112334E+018,1.08252896112334E+018,IsuriUdeshika,1.31388435850831E+018,1.31388435850831E+018,,,,,False,0,0,1,0,1.332009774595E+018,1.332009774595E+018,False,False,si,,,,,,,,,,1
179,1.19743205970416E+018,Thu Nov 21 08:30:24 +0000 2019,1.19743205970416E+018,1.19743205970416E+018,"රාවණා බලය හො බොදු බල සේනා වගේ අන්තවාදීන්ට බණිනකොට සමස්ත සංඝ ප්‍රජාවටම බණින එක වැරදියි.

ඒක හරියට ලිංගික කටයුතු කරන නිසා හැම ගෑණිටම වේසි කියලා බණිනවා වගේ වැඩක්",False,"[0, 158]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,199129412,199129412,,,,,False,0,4,0,0,1.19743205970416E+018,1.19743205970416E+018,False,False,si,,,,,,,,,,0
180,4.37635674326323E+017,Sun Feb 23 17:10:50 +0000 2014,4.37635674326323E+017,4.37635674326323E+017,පට්ට වේසි.........  @SunnyLeone,False,"[0, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SunnyLeone', 'name': 'sunnyleone', 'id': 21931363, 'id_str': '21931363', 'indices': [20, 31]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",,,,,,945230438,945230438,,,,,False,0,0,0,0,4.37635674326323E+017,4.37635674326323E+017,False,False,si,,,,,,,,,,1
181,1.3570109074155E+018,Wed Feb 03 16:59:47 +0000 2021,1.3570109074155E+018,1.3570109074155E+018,අපේ එකෙක් කුණුහරුපයක් කිව්වම බෞද්ධයෝ ගගා qt කරලා කමෙන්ට් අස්සෙ පොන්නයෝ කියලා වෙන එකෙක්ට බැනලා.. වාහේ 😂🤦‍♂️,False,"[0, 106]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.02883461156283E+018,1.02883461156283E+018,,,,,False,0,2,1,0,1.3570109074155E+018,1.3570109074155E+018,False,False,si,,,,,,,,,,1
183,1.20969477673338E+018,Wed Dec 25 04:38:04 +0000 2019,1.20969477673338E+018,1.20969477673338E+018,😍❤️🤗🙏 වේසි 🤣 https://t.co/iERNG8XxiY,False,"[0, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iERNG8XxiY', 'expanded_url': 'https://www.facebook.com/chathura.prabhath.965/videos/452752278973158/', 'display_url': 'facebook.com/chathura.prabh…', 'indices': [13, 36]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,3083019176,3083019176,,,,,False,0,0,0,0,1.20969477673338E+018,1.20969477673338E+018,False,False,si,,False,True,,,,,,,1
184,1.11851483493974E+018,Wed Apr 17 14:01:32 +0000 2019,1.11851483493974E+018,1.11851483493974E+018,@BasnayakageGopi ඉරිසියා කරන්න එපා බන්,False,"[17, 38]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BasnayakageGopi', 'name': 'ගෝප්ස්', 'id': 982608810928844801, 'id_str': '982608810928844801', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.11851365328689E+018,1.11851365328689E+018,9.82608810928845E+017,9.82608810928845E+017,BasnayakageGopi,2430049045,2430049045,,,,,False,0,1,1,0,1.11851087179643E+018,1.11851087179643E+018,False,False,si,,,,,,,,,,0
185,9.72526378745672E+017,Sat Mar 10 17:35:32 +0000 2018,9.72526378745672E+017,9.72526378745672E+017,@itsme_madboy @ExcuzeMi ඊලඟ මැච් එක පරද්දලා ආපහු කෝබ්‍රා ඩාන්ස් එක මතක් කරලා දෙන්න ඕනේ,False,"[24, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'itsme_madboy', 'name': 'Maneka Peiris🔥', 'id': 2428627850, 'id_str': '2428627850', 'indices': [0, 13]}, {'screen_name': 'ExcuzeMi', 'name': 'Oli', 'id': 582633677, 'id_str': '582633677', 'indices': [14, 23]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.72525882807026E+017,9.72525882807026E+017,2428627850,2428627850,itsme_madboy,2418612841,2418612841,,,,,False,0,1,1,0,9.72525194026934E+017,9.72525194026934E+017,False,False,si,,,,,,,,,,0
187,1.33504894396576E+018,Sat Dec 05 02:30:46 +0000 2020,1.33504894396576E+018,1.33504894396576E+018,"මම මේ කල්පනා කරේ, පිරිමින්ට ඕන වෙලාවට ගෑණුන්ට වේසි කියලා බනින්න පුලුවන්. හැබැයී ගෑණු, පිරිමින්ට කම්කරුවා, කරණවෑමියා කියලා බනින්නේ නැහැ. ගෑණු කරන රස්සාවක් විතරක් කොහොමද කරන්න නරක රස්සාවක් වුනේ? මජං බාස්ලා, ගණිකාවන්ට වඩා ජරාව ඇගේ ගා ගන්නවා.",False,"[0, 238]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.26937563388645E+018,1.26937563388645E+018,,,,,False,0,15,2,0,1.33504894396576E+018,1.33504894396576E+018,False,False,si,,,,,,,,,,0
188,1.33686153976528E+018,Thu Dec 10 02:33:23 +0000 2020,1.33686153976528E+018,1.33686153976528E+018,"අපි ඊයේ ෆස්ලුල්ලා මුස්ලිම් කාන්තාවන් එක්ක අල්ලලා කෙරුව ප්‍රකාශය නිසා කේන්ති ගත්තට,කල්පනා කරලා බැලුවොත් ඔය චෝදනාවම වෙනත් වචන වලින් කරන ගෑනු පිරිමි අපි අතරම කොච්චර නම් ඉන්නවද ? 
කොටට අඳින,deep neckline තියෙන ඇඳුමක් අඳින කාන්තාවන්ට අපහස කරන අය කොච්චරද.මිනිස්සු ඇත්තට කොච්චර කුහකද 🤷",False,"[0, 278]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,9.7321268300782E+017,9.7321268300782E+017,,,,,False,1,105,10,2,1.33686153976528E+018,1.33686153976528E+018,False,False,si,,,,,,,,,,0
190,7.47670886132687E+017,Tue Jun 28 06:00:04 +0000 2016,7.47670886132687E+017,7.47670886132687E+017,"Slut
වේසි 
#PoshVsGode",False,"[0, 22]","{'hashtags': [{'text': 'PoshVsGode', 'indices': [11, 22]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,360628853,360628853,,,,,False,0,2,0,0,7.47670886132687E+017,7.47670886132687E+017,False,False,und,,,,,,,,,,1
191,1.25177555972775E+018,Sun Apr 19 07:32:04 +0000 2020,1.25177555972775E+018,1.25177555972775E+018,කෙල්ලෙක්ට දාන්න පුලුවන් හුරුබුහුටි නික් නේම් එකක් කියන්ඩකො....,False,"[0, 62]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.05788519463031E+018,1.05788519463031E+018,,,,,False,0,16,7,1,1.25177555972775E+018,1.25177555972775E+018,False,False,si,,,,,,,,,,0
192,1.1325663737946E+018,Sun May 26 08:37:20 +0000 2019,1.1325663737946E+018,1.1325663737946E+018,@FreakingGaiya පල වේසි යන්ඩ....,False,"[15, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FreakingGaiya', 'name': 'FreAky®️🇱🇰', 'id': 440757368, 'id_str': '440757368', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.13162379715142E+018,1.13162379715142E+018,440757368,440757368,FreakingGaiya,1.05975605976037E+018,1.05975605976037E+018,,,,,False,1,4,0,0,1.13162379715142E+018,1.13162379715142E+018,False,False,si,,,,,,,,,,1
193,1.25221360573232E+018,Mon Apr 20 12:32:43 +0000 2020,1.25221360573232E+018,1.25221360573232E+018,@Dew_Rajapaksha ඇස් දෙක දිහා බලන්න එපා වසී වෙයි 😂😂😂💔,False,"[16, 52]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Dew_Rajapaksha', 'name': 'මල් කුමාරි... 🌼😌❤️', 'id': 1138802478500024320, 'id_str': '1138802478500024320', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.25221216408716E+018,1.25221216408716E+018,1.13880247850002E+018,1.13880247850002E+018,Dew_Rajapaksha,1.11993264725223E+018,1.11993264725223E+018,,,,,False,0,1,2,0,1.25214923411735E+018,1.25214923411735E+018,False,False,si,,,,,,,,,,1
194,7.16853695674249E+017,Mon Apr 04 05:03:34 +0000 2016,7.16853695674249E+017,7.16853695674249E+017,"මීට අවුරුදු දෙකකට කලින් අද වගේ දවසක තමයි මම EX වේසිත් එක්ක ඉස්සෙල්ලම කතා කලේ :-/
#Ihateluvstories",False,"[0, 97]","{'hashtags': [{'text': 'Ihateluvstories', 'indices': [81, 97]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3039528728,3039528728,,,,,False,0,7,2,0,7.16853695674249E+017,7.16853695674249E+017,False,False,si,,,,,,,,,,1
195,1.08653674300262E+018,Sat Jan 19 08:12:01 +0000 2019,1.08653674300262E+018,1.08653674300262E+018,@_ArEreP_NeEvArT වේසි,False,"[17, 21]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.08653665684327E+018,1.08653665684327E+018,8.72998596936962E+017,8.72998596936962E+017,arerep_neevart,3334390273,3334390273,,,,,False,0,1,1,0,1.08653336244813E+018,1.08653336244813E+018,False,False,si,,,,,,,,,,1
196,9.43357729573343E+017,Wed Dec 20 05:49:44 +0000 2017,9.43357729573343E+017,9.43357729573343E+017,@PoDiyaa @Umezhh ඔව් පකයා,False,"[17, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'umezhh', 'name': 'Umesh Manushka', 'id': 1155708978678001664, 'id_str': '1155708978678001664', 'indices': [9, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4632654077,4632654077,,,,,False,0,0,1,0,9.43312388010504E+017,9.43312388010504E+017,False,False,si,,,,,,,,,,1
197,1.11990258071972E+018,Sun Apr 21 09:55:56 +0000 2019,1.11990258071972E+018,1.11990258071972E+018,කව්ද යකෝ මේ වෙලාවේ අපේ ගෙවල් පැත්තේ රතිඤ්ඤා පත්තු කරන් වේසි???,False,"[0, 62]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,194504364,194504364,,,,,False,0,16,2,2,1.11990258071972E+018,1.11990258071972E+018,False,False,si,,,,,,,,,,1
198,1.332009774595E+018,Thu Nov 26 17:14:12 +0000 2020,1.332009774595E+018,1.332009774595E+018,මම ට්විටර් එන්නෙ කුනුහරුප  කියන්න.. ☹️,False,"[0, 38]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.08252896112334E+018,1.08252896112334E+018,,,,,False,0,130,48,3,1.332009774595E+018,1.332009774595E+018,False,False,si,,,,,,,,,,0
199,1.1572094737793E+018,Fri Aug 02 08:40:13 +0000 2019,1.1572094737793E+018,1.1572094737793E+018,@gajaman_nona කාපන් ගූ හිඟන වේසි,False,"[14, 32]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'gajaman_nona', 'name': 'ගජමන් නෝනා', 'id': 70704329, 'id_str': '70704329', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.15680194184794E+018,1.15680194184794E+018,70704329,70704329,gajaman_nona,1.15719906513993E+018,1.15719906513993E+018,,,,,False,0,0,0,0,1.15680194184794E+018,1.15680194184794E+018,False,False,si,,,,,,,,,,1
200,1.23213323740687E+018,Tue Feb 25 02:40:30 +0000 2020,1.23213323740687E+018,1.23213323740687E+018,@nam3chang3d @daughterislife ඒක මචං එක එක ලව් ස්ටෝරි අනුව වෙනස් වෙනවා ඔන්න උබේ එකෙ කෙල්ල අපි මේක නවත්තමු කියලා හේතු දීලා ගියා නන් එතන අනේ මේකී මෙහෙම හරි කිවිවානෙ කියන්න පුළුවන් 🌚💔,False,"[29, 179]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nam3chang3d', 'name': '\U0001f971 කුම් බක රන \U0001f971', 'id': 2991695292, 'id_str': '2991695292', 'indices': [0, 12]}, {'screen_name': 'daughterislife', 'name': 'මාෂි 🎀🇱🇰', 'id': 2380919498, 'id_str': '2380919498', 'indices': [13, 28]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.23213280759556E+018,1.23213280759556E+018,2991695292,2991695292,nam3chang3d,9.05465413919687E+017,9.05465413919687E+017,,,,,False,0,1,1,0,1.23213111924985E+018,1.23213111924985E+018,False,False,si,,,,,,,,,,0
201,1.16788033840144E+018,Sat Aug 31 19:22:25 +0000 2019,1.16788033840144E+018,1.16788033840144E+018,නෙදකින් ජංගිවාටි පොන්නයෝ,False,"[0, 271]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,199129412,199129412,,,,,False,44,257,27,8,1.16788033840144E+018,1.16788033840144E+018,False,False,si,,,,,,,,,,1
202,1.05001932936065E+018,Wed Oct 10 13:44:51 +0000 2018,1.05001932936065E+018,1.05001932936065E+018,අර කොටි වේසි එක්ක හුරතල් වෙන්නේ කොහොමද නැත්නම්/.... https://t.co/rn1XXsmU0O,False,"[0, 75]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/rn1XXsmU0O', 'expanded_url': 'https://www.facebook.com/janitha.gihan.weerathunga/posts/1775032152624030', 'display_url': 'facebook.com/janitha.gihan.…', 'indices': [52, 75]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,486627044,486627044,,,,,False,0,0,0,0,1.05001932936065E+018,1.05001932936065E+018,False,False,si,,False,True,,,,,,,1
203,4.99200111688172E+017,Tue Aug 12 14:25:55 +0000 2014,4.99200111688172E+017,4.99200111688172E+017,@thanuj95 @DylanKalpa @hasithakalindu @ChanuOZN  that name is awesome.  පදුරු වේසි,False,"[0, 82]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'thanuj95', 'name': 'Darshan thanuj', 'id': 2645899110, 'id_str': '2645899110', 'indices': [0, 9]}, {'screen_name': 'hasithakalindu', 'name': 'Hasitha Ranasinghe', 'id': 236069935, 'id_str': '236069935', 'indices': [22, 37]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,2645899110,2645899110,thanuj95,1416054230,1416054230,,,,,False,0,1,1,0,4.99200111688172E+017,4.99200111688172E+017,False,False,en,,,,,,,,,,1
204,1.15912004900273E+018,Wed Aug 07 15:12:09 +0000 2019,1.15912004900273E+018,1.15912004900273E+018,"අතීතෙට යන්න යන්න පේන්න ගන්නෙත් අශිෂ්ඨකම්..අර කියන 2500 මෙව්ව එක එදා තිබිලත් නෑ...
වේසි කිව්වම ජුවල් යන එකීලා එකාල ඉන්නේ දැන්නේ..එදා මාධ්‍ය භාවිතය තුලත් වේසී අවුලක් නෑ... https://t.co/gR1NiaHHJB",False,"[0, 193]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gR1NiaHHJB', 'expanded_url': 'https://www.facebook.com/subhash.weerathunga/posts/2303608593021868', 'display_url': 'facebook.com/subhash.weerat…', 'indices': [170, 193]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,617165710,617165710,,,,,False,0,0,0,0,1.15912004900273E+018,1.15912004900273E+018,False,False,si,,False,True,,,,,,,0
206,1.20357324159338E+018,Sun Dec 08 07:13:16 +0000 2019,1.20357324159338E+018,1.20357324159338E+018,විරෝධතාකරුවන්ට බෙල්ල කපන ඉරියව් පෙන්වන එක තානාපති නිලධාරියකුට හොද නැති බව කියන්න ඹ්න නේද? මේ වගේ දෙයක් ලංකාවෙදි කරත් ලොකු අවුලක් වෙනව නේද?,False,"[0, 138]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,27633152,27633152,,,,,True,4,79,23,2,1.20357324159338E+018,1.20357324159338E+018,False,False,si,,,,,,1.20325878136849E+018,1.20325878136849E+018,"{'url': 'https://t.co/gN1BJ1NjTt', 'expanded': 'https://twitter.com/milindarj/status/1203258781368487938', 'display': 'twitter.com/milindarj/stat…'}",,0
